"subject","WMmaintenance","WMupdate","Attention","Gf","VerbalReasoning","CRT_1","CRT_2","CRT_3"
10146,0.862522675585086,0.918593903817292,0.451382793138021,1.18153754273092,0.658914216549383,1,1,1
10147,0.280930382727073,-0.200781426487387,-0.731136524773581,0.151093099575077,-0.44799840239907,0,0,0
10149,-0.598952608195138,-1.12650210515903,-1.25670066396537,-1.69428951235323,-1.29211520081208,0,1,0
10150,-1.58691566175528,-1.40233030242244,-0.0741813460537678,-1.35509676983055,-1.65489392526082,0,0,0
10152,-0.651704437747587,-0.31682555778077,0.319991759916766,-0.943266274361734,-0.770073897692276,1,0,0
10153,-1.38846849815892,-1.29003368743882,-2.17643791543446,-1.89141167597256,-1.79558005832965,0,0,0
10154,-1.61867389416947,-0.940780193278516,-1.12530963074412,-1.42785515851469,-1.33281842996761,0,0,0
10155,-0.368648053735725,-0.156988403025948,0.451382793138021,-0.587063922828608,-0.770073897692276,0,0,0
10157,-0.750502176144867,-0.324637079042908,0.0572096871674871,-0.0229250006378488,-0.588684535467904,0,0,0
10158,0.670149405919882,0.219543046449299,1.10833797185783,0.632356421001104,0.499651637878325,0,0,0
10159,-1.31088261438226,-0.403118058602788,-1.91365584268518,-0.47154360579659,-0.770073897692276,0,0,0
10160,0.122453831501384,-0.227719065491901,-0.862527557994836,-0.383150109855612,-0.325888714932459,1,0,0
10162,-0.943191459198298,-1.60727547476295,-1.6508737699359,-1.16142080467615,-1.55491102134752,0,0,0
10168,0.335506087459618,-0.536199588782611,1.23972900507909,-0.903152601944883,-0.588684535467904,0,0,0
10171,0.588723065057275,1.67292838413864,0.582773826359276,0.440631516820021,0.418245179567251,1,0,1
10176,-0.0658621261385084,-0.42502900374678,0.0572096871674871,-0.0963805842796976,0.881006807929291,0,0,0
10177,0.0816315323289024,0.367447606898744,0.188600720388742,0.0559278424422455,-0.366591944087996,0,0,0
10178,0.77278760140311,1.1126792207563,1.10833797185783,1.007519442518,0.336838721256177,0,0,0
10179,0.348506964666739,0.242309471141679,-0.468354452024302,0.505223754396884,0.377541950411714,0,1,1
10180,-1.12064783074239,-1.21797162862725,-1.6508737699359,-1.1213071322593,-1.55491102134752,0,0,0
10184,1.08643592018212,0.71182700965158,-1.12530963074412,-0.040631804606007,-0.166626136261401,0,0,0
10185,0.379729523667346,-0.610471739773171,-0.205572385581792,-1.03498533302964,-1.19213229689878,0,0,0
10187,0.485452842797593,1.09265427779695,0.845555899108555,0.980271985688955,1.80653006465337,1,1,1
10188,0.0216395111982533,0.634542000550527,0.845555899108555,-0.440970586240622,-0.44799840239907,0,0,0
10192,1.0579824714403,0.880607900661195,0.319991759916766,1.42142163469813,1.48445456936017,1,1,1
10193,0.401258794219188,0.771247347744355,0.0572096871674871,0.732918937572181,0.658914216549383,0,1,0
10196,0.980176927638292,0.598474826132661,0.582773826359276,-0.281890398326825,0.318262275653953,0,0,0
10197,-1.55578945611755,-1.35909877036001,-1.78226480946393,-0.753613066891969,-0.770073897692276,0,0,0
10198,-0.111467312389647,-0.826781729806243,-1.25670066396537,0.658786047134435,0.658914216549383,0,0,1
10201,-1.44037144599555,-0.460020346701171,-0.0741813460537678,-1.02142192248412,-0.870056801605573,0,0,0
10204,1.14825181649286,2.43472794929119,0.7141648658873,1.6110748421679,1.84723329380891,1,1,1
10206,1.05052121729376,0.781042908148547,0.582773826359276,1.48463937052139,1.30306520713579,1,1,1
10209,-1.0381543506816,-1.17441991602619,-1.38809170349339,-1.48360393818838,-1.19213229689878,0,0,0
10210,-1.89171957380134,-2.13265980432806,-1.7562865061163,-1.64268412610218,-1.23283552605432,0,0,0
10211,0.872217366576844,1.0844605037342,0.97694693232981,1.27532829811014,0.980989711842589,1,1,1
10215,0.672601100247454,0.33175603817882,1.23972900507909,0.580630399012051,0.0147632259629707,1,0,1
10217,0.600873658005585,-0.0216163534572296,0.451382793138021,-0.286033791749462,0.518228083480548,0,0,0
10218,0.878510920533357,0.413592899610148,0.97694693232981,0.158562055724641,0.0554664551185077,0,0,0
10219,-0.796865500920919,-0.898233961418542,-0.336963418803047,-1.19199382423212,-1.51420779219199,0,0,0
10221,1.09357975839744,1.03077208010628,1.10833797185783,1.15498728085959,0.980989711842589,1,0,1
10222,0.636470944962724,1.30165119333831,1.10833797185783,0.753951304267266,1.66584393158454,0,1,1
10223,-1.52680173650515,-1.37927381778557,-0.0741813460537678,-1.52509211235884,-1.33281842996761,0,0,0
10225,-1.42353291678847,-1.11503397526004,0.451382793138021,-1.1444111956657,-1.19213229689878,0,0,0
10226,-0.725354913618415,-0.564675439695441,-0.468354452024302,-0.377752850417367,-0.0852196779503268,0,0,0
10227,0.440162267391689,0.573527942237489,1.10833797185783,1.09176954503634,1.34376843629133,0,1,1
10228,0.017799054112306,-0.936424446848942,-1.38809170349339,-0.910621558094447,-1.09214939298548,0,0,0
10229,0.203564158975764,0.124452585683729,0.0572096871674871,-0.87797684182716,-1.23283552605432,0,0,0
10230,-0.728437232179448,-0.644828211412317,-1.12530963074412,-0.406951368219727,-0.0852196779503268,0,1,1
10232,-0.770114023239721,-0.772734708949494,-0.205572385581792,-1.36670911940275,-1.05144616382995,0,0,0
10233,-0.564739876367396,-0.250039433882555,0.319991759916766,-0.720968350624683,-1.09214939298548,0,0,0
10234,0.622619783496791,0.965428098998985,0.319991759916766,0.396495086718532,0.136872913429582,1,1,0
10237,0.831614727429713,0.0952560080271832,0.451382793138021,0.290394786809396,0.114746129876268,0,0,0
10238,-0.133652413755941,-0.797726252936219,0.845555899108555,-0.255340136455494,-0.91076003076111,0,0,0
10239,-1.0096994993968,-1.83654298970236,-1.91365584268518,-1.29532523247222,-1.33281842996761,0,0,0
10240,0.938722601689356,0.268271124279285,1.23972900507909,0.204072987579738,0.840303578773754,0,0,0
10241,-0.63807153376401,-0.545029271779438,-1.91365584268518,-1.13084778512018,-0.688667439381202,0,0,0
